"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/ronmortgageguy","https://pbs.twimg.com/profile_images/1914719589369368578/B1Uub9-n_bigger.jpg","Ron Butler","@ronmortgageguy","·","Jul 10","We have ample evidence that rising Mortgage Rates & higher Mortgage Payments have a small effect on Mortgage Default but lose a job & payments are normally impossible to handle

It will worsen but how bad will","Canadian","","1","10","6.6K","Unemployment","get?

Ontario is the most impacted

4/","","Replying to","https://x.com/ronmortgageguy","@ronmortgageguy","","",""
"https://x.com/2NewBeginnings2","https://pbs.twimg.com/profile_images/1853315540577869824/CTcaHBtg_bigger.jpg","Fly Over","@2NewBeginnings2","·","Jul 9","","Canadian","needs a job boost 
China stole enough inventions from us
Enough","5","","196","unemployment","","","Replying to","https://x.com/AaronGunn","@AaronGunn","","",""
"https://x.com/CarmelaCoSL","https://pbs.twimg.com/profile_images/1240877743153254402/vybYh44d_bigger.jpg","Carmela Co Financial & Insurance Services Inc.","@CarmelaCoSL","·","Jul 9","Keeping an eye on inflation,","unemployment","and consumer confidence helps gain a clearer picture of the economic outlook.","","","10","","","","","","","","",""
"https://x.com/Robinoxford2023","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Bob and Susan Hindle","@Robinoxford2023","·","Jul 9","dollar pathetic,","Canadian","quickly rising.  Record food bank use, Country littered with Trudeau villages. A criminal can commit a crime and be out on bail before you can often be seen in emergency departments. Some states have no income tax!","1","","9","unemployment","","","Replying to","https://x.com/OJoelsen","@OJoelsen","","",""
"https://x.com/WarrenCWade","https://pbs.twimg.com/profile_images/1888242942382333952/2PALzzop_bigger.jpg","Warren C. Wade","@WarrenCWade","·","Jul 9","economy is absolutely collapsing.","Canadian","is much higher than their BS stats. Mortgages in default, property values collapsing, food banks running out of food, so many unreported crimes for subsistence. 
Canada is in a recession and headed for a very bad depression.","3","","86","Unemployment","","","Replying to","https://x.com/MarcNixon24","@MarcNixon24","","",""
"https://x.com/ReptilianLvl94","https://pbs.twimg.com/profile_images/1245584052284882945/6XKlWT4w_bigger.jpg","Top #10^6 LinkedIn Expert","@ReptilianLvl94","·","Jul 9","Saskatoon is consistently the lowest","unemployment","among","1","","28","Canadian","cities, but if you went to college for anything other than engineering, forestry, or healthcare, a degree is radioactive waste on your CV.","","Replying to","https://x.com/ReptilianLvl94","@ReptilianLvl94","and","https://x.com/kevlap017","@kevlap017"
"https://x.com/Bulldog3180","https://pbs.twimg.com/profile_images/1923351512509566976/uWflKjip_bigger.jpg","Fernom S3J","@Bulldog3180","·","Jul 9","money is weak and barely worth the paper it’s printed on. Second, the minimum wage is so high, it destroys any average citizen to be in business. Lastly, the","Canadian","rate is so high and the government pays for healthcare. It’s the worst healthcare!","","","4","unemployment","","","Replying to","https://x.com/CanadaGoose911","@CanadaGoose911","","",""
"https://x.com/SoloWalker333","https://pbs.twimg.com/profile_images/1804902084065505280/5WyaAMWb_bigger.png","Adam Walker","@SoloWalker333","·","Jul 8","Immigration, Liberal Wasteful Spending, Housing Development Crisis, Liberal Anti Development policies C69, Liberal Corruption, Mainstream Media Electoral Misinformation Campaigns swaying public opinion (CBC),Tax Fatigue,","Unemployment",",","","","9","Canadian","Wage Growth. Did I miss anything?","","Replying to","https://x.com/KEriksenV2","@KEriksenV2","","",""
"https://x.com/MWeismanMD","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Michael Weisman","@MWeismanMD","·","Jul 8","Due to these issues Canada developed an APRT (CSRT at the time) model started and access to care improved. Also during this time there was significant","unemployment","caused to","1","","572","Canadian","","Employment outcomes for recent Canadian radiation oncology graduates","Replying to","https://x.com/MWeismanMD","@MWeismanMD","and","https://x.com/drdavidpalma","@drdavidpalma"
"https://x.com/WomanThemyscira","https://pbs.twimg.com/profile_images/1945519352486199296/KF8K3Dyk_bigger.jpg","Grace Morgan","@WomanThemyscira","·","Jul 8","True, the","Canadian","dollar has gained, but higher","","","3","unemployment","is a real concern. A rate cut could give the economy a much needed boost especially with inflation still lingering. It's definitely something the BOC should consider.","","Replying to","https://x.com/Oakvillejaysfan","@Oakvillejaysfan","and","https://x.com/RichardDias_CFA","@RichardDias_CFA"
"https://x.com/SuHongFW","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Su","@SuHongFW","·","Jul 8","","Canadian","7% rising, USA 4.1% falling.","1","","2","unemployment","","","Replying to","https://x.com/CanadaGoose911","@CanadaGoose911","","",""
"https://x.com/Oakvillejaysfan","https://pbs.twimg.com/profile_images/605080467205799937/5Ul858kq_bigger.jpg","Oakville Jays","@Oakvillejaysfan","·","Jul 8","The","Canadian","dollar is higher now than it was in February.","2","2","345","Unemployment","is much higher now. The BOC could help the economy with a 25-basis-point cut.","","Replying to","https://x.com/RichardDias_CFA","@RichardDias_CFA","","",""
"https://x.com/Triceracop11","https://pbs.twimg.com/profile_images/1674908439024156690/c8hVUXu6_bigger.jpg","Triceracop1","@Triceracop11","·","Jul 8","Well let’s see, their dollar is still higher than","Canadian","dollar,","","","12","unemployment","is down and jobs are up, soooooo why you lying?","","Replying to","https://x.com/LauraBabcock","@LauraBabcock","","",""
"https://x.com/LCravenmclean","https://pbs.twimg.com/profile_images/1787123119062204416/dTwmWVgu_bigger.jpg","louise.cravenmclean","@LCravenmclean","·","Jul 8","CBC must be prepared for what they are forecasting & receive 0$ from","Canadian","Taxpayers & join the","","","15","unemployment","lines in Canada! Canada has no need for propaganda broadcasting now or in the future!  CBC is done forever!","","Replying to","https://x.com/Bratt_world","@Bratt_world","","",""
"https://x.com/MrVinland","https://pbs.twimg.com/profile_images/1431748585092157446/IxM1ed3Y_bigger.png","Mr Vinland","@MrVinland","·","Jul 7","Cry harder. No one wants your watered down swill.","Canadian","are going to buy","1","","21","Canadian","products. If American profits suffer, oh well. They'll just have to cut jobs and send American workers to the","","Replying to","https://x.com/JD_4_1776","@JD_4_1776","and","https://x.com/gmacofglebe","@gmacofglebe"
"https://x.com/ShannonX222062","https://pbs.twimg.com/profile_images/1879572841491820544/x0V28TOD_bigger.jpg","Shannon X","@ShannonX222062","·","Jul 7","As a","Canadian","I 100% agree with you. The house I own should’ve never went above $80k, it’s worth over $950k now. Record homelessness, record","1","","24","unemployment",", record food bank usage all things only affecting","","Replying to","https://x.com/bthomp207","@bthomp207","and","https://x.com/Marston1889","@Marston1889"
"https://x.com/RealKrysKo","https://pbs.twimg.com/profile_images/1695281571954106368/L7JJIIP-_bigger.jpg","KrysKo","@RealKrysKo","·","Jul 7","Canada is sinking and America cannot go down with the ship

America 4.1%","unemployment","rate 

Carney's Canada: 7%","","","34","unemployment","rate 

Thinking you're morally superior comes with consequences as seen by Canada's Decade of Decline under the Extremist Anti-","Quote","","","https://","","",""
"https://x.com/CapitalJemini","https://pbs.twimg.com/profile_images/1328438518041911296/86PyizhX_bigger.jpg","JeminiCapital","@CapitalJemini","·","Jul 7","The","Canadian","labor market has softened, with four straight months of either minimal job growth or outright losses. The","1","","65","unemployment","rate was 7% in May, the highest level since 2016 excluding the Covid-19 pandemic period.","","Replying to","https://x.com/CapitalJemini","@CapitalJemini","#economy","https://x.com/hashtag/jobs?src=hashtag_click","#jobs"
"https://x.com/DKNExCDN","https://pbs.twimg.com/profile_images/1871931432580321280/BZ8SrjHH_bigger.jpg","Right Winged CDN","@DKNExCDN","·","Jul 7","It's a reported fact that","Canadian","teenagers are unable to find jobs. I believe that the reported rate of","1","","11","unemployment","this summer was close to 25%. But I'm happy to appease you and change my comment to: 25% of CDN teenagers...""","","Replying to","https://x.com/mincanada","@mincanada","and","https://x.com/Victoria59L","@Victoria59L"
"https://x.com/PierreHnoud","https://pbs.twimg.com/profile_images/1895296824417648640/w7CVw0VV_bigger.jpg","","@PierreHnoud","·","Jul 7","I want you to fact check 4 points.

1. Why the","Canadian","economy is so bad.

2. Why the","","","51","Canadian","dollar is so low when it was at par with the US dollar before the Liberals took power in 2015.

3. Why","","Replying to","https://x.com/grok","@grok","and","https://x.com/JustJenRX","@JustJenRX"
"https://x.com/AskPerplexity","https://pbs.twimg.com/profile_images/1883596510858006528/fvRvFT2g_bigger.jpg","Ask Perplexity","@AskPerplexity","·","Jul 7","There are definitely signs of strain in the","Canadian","economy right now.","","","26","Unemployment","has been rising—it's around 7% and expected to go higher—and sectors like manufacturing are shedding jobs and facing recession-like conditions. 

Most forecasts expect very weak growth or even","","Replying to","https://x.com/Time__Patience","@Time__Patience","","",""
"https://x.com/earn2trade","https://pbs.twimg.com/profile_images/1693630678976409601/j85p10dG_bigger.jpg","Earn2Trade ®","@earn2trade","·","Jul 7","THU, JUL 10
7:30 AM CT - US","Unemployment","Claims

FRI, JUL 11
1:00 AM CT - UK GDP m/m
7:30 AM CT -","","","116","Canadian","Employment Change &","","Replying to","https://x.com/earn2trade","@earn2trade","#futurestrading","https://x.com/hashtag/daytrading?src=hashtag_click","#daytrading"
"https://x.com/NameisCalebT","https://pbs.twimg.com/profile_images/1898561780424802304/XcLcvarQ_bigger.jpg","Roy Caleb","@NameisCalebT","·","Jul 6","Food Costs keep going up, our taxes are stupidly high and","unemployment","is now at 7%.  

Coupled with Canada’s tariffs, life keeps getting worse. 

Wanting good taste with low prices is no reason to criticize a fellow","2","","48","Canadian",".","","Replying to","https://x.com/759_ale90586","@759_ale90586","and","https://x.com/TrollingCanuck","@TrollingCanuck"
"https://x.com/angelagallippi","https://pbs.twimg.com/profile_images/788918046031220737/1uOuWpam_bigger.jpg","Angela Gallippi","@angelagallippi","·","Jul 6","No, but that is definitely the trend. Ask any Director of HR that is accepting the government money to help pay for foreign workers and they will choose an Indian student over a citizen to get their 30% wage assistance.","Unemployment","for","","","44","Canadian","born students in Ontario is 21%","","Replying to","https://x.com/TheTsnBurner","@TheTsnBurner","and","https://x.com/KirkLubimov","@KirkLubimov"
"https://x.com/broccoli_tech","https://pbs.twimg.com/profile_images/1946899167965597696/bWCVqB0h_bigger.jpg","Broccoli Ai","@broccoli_tech","·","Jul 6","This Week’s Big Events:","Unemployment","RBA (Tues): Expected CUT by 0.25%","1","Jobs Data","17","Canadian","","","Replying to","https://x.com/broccoli_tech","@broccoli_tech","","https://x.com/hashtag/RateMoves?src=hashtag_click","#RateMoves"
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Jul 6","You're right—many Tim Hortons franchises in Canada are indeed owned by Indian-","Canadian","operators who, as businesses, seek affordable labor. However, boycott calls focus on TFW program abuses, like exploitation and displacing locals amid 13%+ youth","1","","90","unemployment",", not ownership","","Replying to","https://x.com/davideobaseki","@davideobaseki","and","https://x.com/AivaDV","@AivaDV"
"https://x.com/Canadian_girl5","https://pbs.twimg.com/profile_images/1744743859794624512/2Armdgzi_bigger.jpg","Julia","@Canadian_girl5","·","Jul 6","In 2009, the US was in the depths of a recession that started in late 2007, and","unemployment","hit 10% (up from 5%, 18 months earlier). We are not even officially in a recession yet, and","4","","247","unemployment","is only starting to tick up. We likely still have a ways to go.","","Replying to","https://x.com/SteveSaretsky","@SteveSaretsky","and","https://x.com/chris_rempel","@chris_rempel"
"https://x.com/freespirit53","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","free spirit 53","@freespirit53","·","Jul 6","People that work for their paychecks like Poilievre because he respects their tax dollars and understands the hard work. It takes to receive them.
Carney just keeps adding to the debt as","unemployment","goes up .
What hardworking","3","","20","Canadian","wants that?","","Replying to","https://x.com/guyfelicella","@guyfelicella","","",""
"https://x.com/NeilGolley","https://pbs.twimg.com/profile_images/1282326209091657728/BOHfMjuE_bigger.jpg","Neil Golley @ #. never vote liberal FFS","@NeilGolley","·","Jul 5","Yep, meanwhile","unemployment","in the US is 4.1% , Canada 7+%.","1","","11","Canadian","companies are moving south, the US stock market is up, the TSX is dipping,","","Replying to","https://x.com/MarcNixon24","@MarcNixon24","","",""
"https://x.com/interistone1","https://pbs.twimg.com/profile_images/1705361838257704960/yc510R9R_bigger.jpg","Do the right thing","@interistone1","·","Jul 5","Not European or","Canadian","but I'm sure your racist brain doesn't know anything about the world anyway.

Tourism is down to the tune of $169b.

Your national debt has sky-rocketed, your economy is shot and","1","","18","unemployment","is increasing.","and 2 others","Replying to","https://x.com/TheButcher2020","@TheButcher2020","","https://x.com/solid_christian","@solid_christian"
"https://x.com/SuHongFW","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Su","@SuHongFW","·","Jul 5","We are doing quite well with our 4.1%","unemployment","rate and dropping. How does the 7% and rising rate in the","1","","9","Canadian","economy taste?","","Replying to","https://x.com/LauraBabcock","@LauraBabcock","","",""
"https://x.com/whoelsei4","https://pbs.twimg.com/profile_images/1850318642103156736/hGwLT_Pj_bigger.jpg","whoelse","@whoelsei4","·","Jul 5","If it actually happened then about 75% of Canada’s exports, over $350 billion in goods and services, go to the US, supporting 2.4 million jobs. Without it, GDP would tank 5-10%,","unemployment","might spike to 8-9%, and the","1","","151","Canadian","dollar could crash to 1.48-1.50 USD/CAD. 1/2","","Replying to","https://x.com/VyeOne","@VyeOne","and","https://x.com/kwcmoore","@kwcmoore"
